0|731101899546628000|bruuhfilipaa| Um sono fdd|PT1245
0|731095300002222000|beatrizmaria02| Acabei de perder a merda do 83!!!|PT0948
0|731106748279427000|_ivanamorim_| @jujas_ferreira @matilde_dmd tambem odeio!|PT1520
0|731096607421272000|ericasofia1998| No meu último dia de aulas, vou mand todos para o caralho Mal sabem o esforço que faço e depois atacam-me One fact: I could careless|PT1003
0|731109538238238000|CupLopes| As partes do colégio é que são ganda seca|PT1689
0|731100434643947000|jessyypanda| tou a morrer de dores de cabeça|PT1169
0|731086814728093000|InsBarbosa8| Pior merda de sempre é ter inglês nos últimos 50|PT0610
0|731087449993187000|DJuninho312| Sp a mesma merda esse gajo|PT0638
0|731086229337444000|olasouocampia| Esta net da escola é tão lenta mas tão lenta|PT0575
0|731115773545091000|marianabelo41| chateiam-me mais quando estou doente|PT1970
0|731107774663364000|PleasureImRudas| Tou fodido da minha vida|PT1577
0|731116094908469000|Hemsworth_Carol| merda de matéria|PT1982
0|731080934297096000|joanagraa16|" agora tudo me faz dizer "" ai pah, vai po caralho, fse """|PT0380
0|731079092280381000|goncalo_cruzscp| Que nervos meu|PT0306
0|731108938670866000|GingerNoseYT| Wow estou a chorar no meio da rua|PT1645
0|731104503555063000|classyxbitches| E mm sexta feira 13 fds ????|PT1405
0|731108251824226000|AngelaMFG04| Mas q merda é esta? A serio q o meu ex tinha q vir comer ao mc no msm dia q eu? WHY!? AFF q situaçao...|PT1609
0|731101291502567000|Marcilio_CEC| @_kesenna Eu só vou comprar a minha ano que vem :(|PT1214
0|731076912563556000|MafaldaaMiranda| Ainda não entendi o que vou fazer ao médico estou farta de médicos e de hospitais...|PT0238
0|731082920262287000|joanagraa16| a minha vida vai de mal a pior.|PT0469
0|731085307261636000|TaniaSantoss01| Tantas saudades q tenho tuas|PT0546
0|731092029816504000|bbsr99| Que seca de aula|PT0814
0|731116375310209000|moongira| Não percebi :// https://t.co/oAp8qcNY0K|PT1992
0|731074447529119000|NandoPreguicoso| Se calhar sou um pouco ciumento|PT0123
0|731090065166901000|RafaelaaSsousaa| Ansiosa para que esta aula acabe para ir almoçar e fumar porque a vida é nada|PT0738
0|731088541397188000|Chiquiwinquii| Este ano tenho ido tão poucas vezes a casa|PT0689
0|731095952640102000|_JuuliaGomes_| Pts que frio !|PT0971
0|731089134115262000|andrein36631404| @KQuerev es a loca|PT0704
0|731099822686638000|sobiancasf| Foda se que saudades meu|PT1133
0|731101864406745000|wtv_rashton| Mesmo que não tenha sido eu a fazer a merda sou sempre eu a culpada e a mal vista, pro caralho|PT1241
0|731081309284618000|OlaSouALara| gente estupida pa|PT0399
1|731108701994688000|moongira| Foi um dia muito bom|PT1631
1|731114398509584000|ataoputos| ?? - curto bue do teu estilo ! Tenho saudades tuas, es linda!|PT1920
1|731091268894330000|_bernardo1299| @_bernardo1299 Adoro este outfit|PT0777
1|731084372808470000|alexandraCo99| Adoro!!!?????? https://t.co/6Jo76vva7M|PT0509
1|731094208988254000|_JuuliaGomes_| Quero beber , comer e divertir com o pessoal ????????????|PT0909
1|731080995357757000|pitabelmonte| @O_Saloio Ora então bom dia :))|PT0383
1|731107692354404000|Marta_anjos28| tou bue contente|PT1571
1|731113415209549000|mara_resende| Vou passar a viagem a estudar, q aplicada ??|PT1863
1|731110296257998000|Marta_anjos28| foi bueee facill dudeee|PT1723
1|731086760856432000|FilipaG_90| - Quem disse que amizade virtual não pode ser verdadeira? Por vezes até consegue ser mais verdadeira e sincera.|PT0606
1|731077757011165000|OMeuOrgasmo| Ainda bem que faltei hoje|PT0266
1|731093010893709000|ideclmao_00| Mando fotos do meu rabiosque à Andresa, para a motivar nos dias de testes AHAHAHAH|PT0857
1|731114191541702000|ataoputos| ???? - ja falamos 1 vez, es bue bacana, curto do sorriso !|PT1911
1|731098877605101000|ImKillerCy_| Parabéns :) @doll_la5|PT1091
1|731107786516500000|Marta_anjos28| mas é melhor que nada|PT1578
1|731111716092792000|JoanagsantosVfx| chefe fora, tarde santa :D|PT1782
1|731078060263546000|catiaribeiro08| A questão de aula de mat até correu fixe|PT0276
1|731085543589711000|Inesmag16| maravilha !|PT0555
1|731109262215262000|edjane_tiara| Que bebé fofaaaaaaaaaaaa???????????? https://t.co/LXBu5oDM5s|PT1667
1|731099272691748000|tiagoovelez| eu n acho q preciso duma namorada, mas sinto q me ia fzr bem ??|PT1107
1|731081088324517000|Inesmag16| Boa Tarde !|PT0390
1|731109162541826000|ataoputos| ? - es muito gira , e pareces ser boa rapariga , curtia de te conhecer|PT1659
1|731102618337038000|Hernanifigueir3| @poveirolx será magnum todos gostam|PT1302
1|731087693636087000|GomesMDL13|" amo muito o meu amor &lt|3"|PT0649
1|731109303126532000|DanielaFilipa13| O gajo do vídeo da rock bottom é ganda goals , fd-se|PT1669
1|731078894921646000|Hernanifigueir3| @poveirolx eu aceito obrigado|PT0302
1|731093915177263000|ai_vidinha| Eish dormi tao bem|PT0899
1|731116394503344000|GuilhermSaantos| @GuilhermSaantos Mas claro, se ganhar um gajo fica contente|PT1993
1|731089302906634000|JoseRamalho_PT| Sp?rting?? Esperança nunca morre. Vamos Vencer.#Sporting #Loures #Bobadela https://t.co/ybdSSy6ofm|PT0711
1|731074014211375000|Ze_zi_to| Hoje acordei bem disposto coisa rara nos últimos dias|PT0110
1|731107462602997000|be7inho| Novidade pra mim: Vila Alencastre! Almoço com pessoal :) gostei do… https://t.co/0A30H5mgRz|PT1555
1|731092329801613000|ideclmao_00| Ontem, no quartel, fiz o pessoal todo rir tanto! Juro, de vez em quando saiem-me umas boas piadas|PT0828
1|731104685696921000|faruoezil| @Alaboooom @iMiaSanMia ele graças a Deus vai para todo o lado fogo ??|PT1416
1|731085506654683000|SelectAndWin| Happy Conference 2016. @SelectAndWin teve o privilégio de participar numa conferência concebida p/ inspirar pessoas e organizações. Obrigada|PT0553
1|731078699949363000|claudia6gomes| Mais uma etapa, mais um sacrifício que no fim valeu a pena! É com… https://t.co/AXNvMMfZYj|PT0297
1|731110119501631000|Marta_anjos28| O TESTE DE INGLÊS CORREU-ME TAOOOOO BEMM|PT1714
1|731107520245342000|taekoopat| Ver ele feliz faz-me feliz também ?? #BTS #????? https://t.co/Ufgn0VWTDo|PT1557
1|731096080801234000|alexandraicm| o bom de festivais e merdas assim é que conheces gente de todo o lado e são todos capazes de se dar super bem|PT0972
1|731108042855579000|ARMYbabo| #BTS #????? TO TREMENDO!! O MEU NOW3 ACABOU DE CHEGAR!!!!!|PT1597
1|731095633327722000|tasabrincarouq| Faltam 5 min. para ser feliz|PT0963
1|731111424035000000|_bbomm| Pareces ser super simpático e adorava conhecer te https://t.co/dGFT1Rudbp|PT1769
1|731089953707462000|gabieagle7| Que orgulho para a prox época ver o Renato no Bayern, wow!|PT0733
1|731071524640325000|damuxaaa| ?? não te conheço, pareces simpático|PT0006
1|731094176167821000|sooofsss| Vocês não tem noção de como eu venero a Becas ????|PT0906
1|731096604216713000|isabel_1429| Quero tanto a noite de hoje !!!! @vivipp|PT1001
1|731097356905660000|gabrielflima7| @joaotiagow a hora dr cálculo vai valer pelo dia...|PT1028
1|731079740669476000|beatrizmaria02| @focafab que querida!!! ??|PT0325
1|731100574276591000|djuuviiegas| O ricardo e mais bonito q o Bernardo|PT1176
1|731079967593930000|OlaSouALara| adoro implicar|PT0334
1|731074774311550000|NandoPreguicoso| Ela é tudo para mim ??|PT0138
1|731107916745428000|make4divasjulie| Morning ?? Bom dia para esse dia cheio de luz e com a benção da nossa Mãe de Fátima????????. Ave… https://t.co/RDdqd2CKa4|PT1586
1|731083268897001000|laura_tommo91| Ficas muito sexy a cantar em espanhol @cristovinhodama !!|PT0479
1|731092772325863000|Little_Ktrouxa| #????? ESSE GIF É MAIS QUE PERFEITO ? https://t.co/YAMOZTefM5|PT0845
1|731106138759016000|unrealbirdgirl| Remember eu e a Neia a dançar kizomba na escola. Aquela miúda dança, ai fds.|PT1493
1|731082470708420000|pitabelmonte| @jlmmam72 Bom dia e que as horas passem rápido :))|PT0452
1|731092512740388000|o_tal_dread| Ate agora n me aconteceu nd de mal nesta sexta feira 13|PT0835
1|731085300328505000|saraapomares| a ana sofia é linda|PT0543
1|731087135378378000|TaniaSantoss01| Viajar é tão bom, sabe sempre tão bem|PT0626
1|731075033569890000|Miguel_199913| Gira , bom sorriso https://t.co/y5WBsGdaTQ|PT0144
1|731073278782132000|K4H_Vieira| Desapareceu 2 semanas, but voltou p casa :')|PT0085
1|731091732180402000|Anaaa_Catarina| Não tenho as coisas para a tarde preparadas que bom|PT0799
1|731077101932138000|ritamoreira331| gajos porcos tiram-me do sério|PT0245
1|731085508454055000|ARIADNALIVE| A linda @kkmosa colaborando com o Ariadna Arantes Travel com sua foto de viagem em Porto -… https://t.co/VQhLzHVc4U|PT0554
1|731101664187416000|PauloMike4| Consegues sempre melhorar o meu dia|PT1229
1|731109255630204000|anaritabmvf| A do ano passado estava mt melhor|PT1666
1|731078807172595000|ideclmao_00| Já estou em casa, finalmente|PT0301
1|731104287825104000|GLopezoficial| Entrevista aqui na tropicalfmportugal com a querida nilvapinheiro5 que me recebeu super bem!… https://t.co/Wl4COOX9w4|PT1390
1|731103219959631000|ARMYbabo| #BTS #????? tou a adorar escrever besteiras, sinto-me mais livre|PT1344
1|731089099080241000|2014_gonalves| #????? Está em.primeiro lugar nas trends!!!|PT0702
1|731101954865283000|PietroSchweigh1| Pietro falso dormiu bem hoje kkk. https://t.co/H4JPbCCWcD|PT1250
1|731076328624029000|Pires15Goncalo| Bom dia ?? #todoskatherine #nature #top #torreira #happy #sky #beach #dontstoplooking… https://t.co/XmEjJXlnZ8|PT0200
1|731090738025484000|classyxbitches| F-se os meus olhos ate brilham so de imaginar domingo ???? https://t.co/tpj3EVirkl|PT0757
1|731103361718718000|veraaasousa| A consulta de manhã até correu bem.|PT1355
1|731106038804586000|faruoezil| @Alaboooom vamos deixar a criatura ser feliz assim ??|PT1487
1|731110209322647000|TheRawJax| @HenriqueMbm1 obrigado irmão! ????????|PT1718
1|731074030221074000|_JuuliaGomes_| Tenho rapazes tão fofos na turma ?|PT0111
1|731105586889273000|spuvdANA| O MISHA FEZ SNAP, O MEU DIA ACABOU DE MELHORAR|PT1462
1|731110775499202000|fcportocaralho| Grande amor pelo futebol clube do porto!!!! Amo-te acima de tudo !! ?????? @FCPorto|PT1740
1|731103678652911000|veraaasousa| So me fazem passar por cenas estas gajas, na casa de banho foi um riso.|PT1363
1|731108068466012000|ataoputos|" estive com a Filipa &lt|3333"|PT1598
1|731090703716122000|laura_tommo91| Vai ser do crl !!!! @its_fii @HeldersilvaMTF @acdscorreia @dianagomes00 #LovePorJesusLovePorVodka|PT0755
1|731087815543508000|anamargarida411| adoro aquilo que faço https://t.co/1jO8AUfgxo|PT0656
1|731076418952663000|DaniBotan| @damaAmaldicoada parabéns, linda!!! FELICIDADES no dia de hj e sempre!|PT0206
1|731098926594527000|neuzafiliipa| Finalmente vou com a pinti ao veterinário!|PT1093
1|731087585242681000|ritaalves69| Vai ser grande noite|PT0644
1|731113392384188000|miinespeixoto| @Nelsonps94 obrigada Sobral ????|PT1860
1|731111490648977000|rituxa02| correu me melhor do que esperava|PT1773
1|731105971397906000|veraaasousa| Preciso de ti, hoje, amanhã e sempre ?|PT1482
1|731099062875852000|joaocleal06| PARABÉNS MANSO!!!! ???????????????? @ Rio Tinto, Porto, Portugal https://t.co/qXcWptLxvC|PT1096
1|731078100612698000|RicardoAnt10| Parabéns otaria, beijinhos @yourbadbitch_|PT0280
1|731071835475988000|neurobombastica| @Pequena_Ariiel bons momentoe, temos que repetir ??|PT0025
1|731100442713817000|PeanutBJealous| @3bye3haters Ainda bem que foste tu que ficaste com ele, já que querias um ????|PT1170
1|731103814330253000|deherzer| PUTA QUE PARIU! Uma das maiores sequência de defesas que vi na vida. https://t.co/EZWRmkVe1G|PT1369
1|731108633614880000|radiovisela| @JornalNoticias grande cachorro como o cao e o melhor amigo|PT1626
1|731098864078442000|ya_putos| Pareces ter uma grande personalidade e és gira https://t.co/cxW3hYIa6d|PT1090
1|731081693721956000|pitabelmonte| @numiweb Bom dia :))|PT0415
1|731108811902177000|ataoputos| ??? - curti de te conhecer, es uma rapariga fixe, e muito gira, qualquer coisa ja sabes!|PT1639
1|731078953931288000|Cacaudtv| Amo-te mais que tudo neste mundo!|PT0303
1|731087415125938000|SaraaMelim| @nobrega20000 sou ganda cozinheira|PT0635
1|731110025851195000|moongira| Sozinha em casa e acho q vou fazer exercício e meditar, o Costeira diz q é grnd alívio|PT1710
1|731109534199099000|likeanangel00| Espero que nada de mau #lrt|PT1688
1|731098487090257000|ARMYbabo| Se tem uma coisa que me orgulho é ter virado fã dos #BTS #????? eles fazem-me tão feliz, nem imaginam|PT1069
1|731089836745052000|gabieagle7| meu dia todo a pensar em ti meu amor, @SLBenfica ??????|PT0730
1|731079220831629000|catarina_freyta| @_Katrapum_ oh que querida, obrigada!! ??|PT0308
1|731077359277903000|alexandraCo99| Ainda não adormeci em nenhuma aula uauuu|PT0248
1|731104540100075000|veraaasousa| Totas lindas ? https://t.co/i0Ox48WH8T|PT1407
1|731109819143360000|anaritabmvf| Melhor parte foi comer o que eles usavam nas experiências|PT1702
1|731081424514744000|Carolbarbosa142| Tarde livre á sexta é do melhor|PT0405
1|731095054882881000|sobiancasf| Gostei bué de estar nos inter de manhã|PT0942
1|731072867664809000|_cf16| Já conheço alguns aninhos és bom miúdo e muito bom jogador https://t.co/QLeRQaQWS2|PT0064
1|731109460647788000|amaiorguida| Está uma linda tarde para dormir um sono|PT1681
1|731096664371539000|al3shandra| A Yorn está tãããããããão generosa|PT1007
1|731115777093447000|AutismoOver9000| @xCinzas https://t.co/35qO1k3YXT e ele tambem uma chamada All in the Family que é bué fixe|PT1971
1|731115514035113000|eightthemoment| Onde eu gostava de estar agora contigo https://t.co/MBdSp47wbb|PT1965
1|731081017486901000|13andhy| @magbless99 obrigada bebé !!!|PT0385
